"","day","month","year","venue","ext","date","location","city","country","state","region","lat","lon","n","fixedc","standardc","fixedp","fixedfinal","noplace","fixedfinal2"
"75","28","Sep","1994","Boston Garden, Boston, MA, USA","http://www.setlist.fm/setlist/grateful-dead/1994/boston-garden-boston-ma-2bd60026.html",1994-09-28,"Boston Garden","Boston","USA","MA","Northeast",42.366198,-71.062146,19,0.0781651719960607,1.82652691172192e-44,0.0781651719960607,4.02827753223055,0.00754945286195286,5.04012933252186
"76","27","Sep","1994","Boston Garden, Boston, MA, USA","http://www.setlist.fm/setlist/grateful-dead/1994/boston-garden-boston-ma-23d60027.html",1994-09-27,"Boston Garden","Boston","USA","MA","Northeast",42.366198,-71.062146,19,0.0781651719960607,2.89639326079318e-44,0.0781651719960607,4.02827753223055,0.00754945286195286,5.04012933252186
"77","24","Sep","1994","Berkeley Community Theatre, Berkeley, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1994/berkeley-community-theatre-berkeley-ca-3bd60020.html",1994-09-24,"Berkeley Community Theatre","Berkeley","USA","CA","West",37.8684709,-122.2714371,10,0.00789822295430578,4.09251650191528e-30,0.00789822295430578,5.97104435017855,0.000762836700336719,7.45397814132642
"78","18","Sep","1994","Shoreline Amphitheatre, Mountain View, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1994/shoreline-amphitheatre-mountain-view-ca-33d60021.html",1994-09-18,"Shoreline Amphitheatre","Mountain View","USA","CA","West",37.4268449,-122.0807694,19,0.127018404493599,8.35086330588407e-43,0.127018404493599,3.61678024727614,0.00754945286195286,5.04012933252186
"79","17","Sep","1994","Shoreline Amphitheatre, Mountain View, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1994/shoreline-amphitheatre-mountain-view-ca-2bd60022.html",1994-09-17,"Shoreline Amphitheatre","Mountain View","USA","CA","West",37.4268449,-122.0807694,18,0.111528355165111,2.22830777229596e-40,0.111528355165111,3.7270081518214,0.00662878787878788,5.17708529328128
"80","16","Sep","1994","Shoreline Amphitheatre, Mountain View, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1994/shoreline-amphitheatre-mountain-view-ca-23d60023.html",1994-09-16,"Shoreline Amphitheatre","Mountain View","USA","CA","West",37.4268449,-122.0807694,18,0.111528355165111,1.69850444078844e-42,0.111528355165111,3.7270081518214,0.00662878787878788,5.17708529328128
"81","4","Aug","1994","Giants Stadium, East Rutherford, NJ, USA","http://www.setlist.fm/setlist/grateful-dead/1994/giants-stadium-east-rutherford-nj-3bd6002c.html",1994-08-04,"Giants Stadium","East Rutherford","USA","NJ","Northeast",40.8128397,-74.0742091,21,0.0355873953803203,4.45357465321863e-49,0.0355873953803203,4.69516588023864,0.00589225589225589,5.3011199014969
"82","3","Aug","1994","Giants Stadium, East Rutherford, NJ, USA","http://www.setlist.fm/setlist/grateful-dead/1994/giants-stadium-east-rutherford-nj-2bd60002.html",1994-08-03,"Giants Stadium","East Rutherford","USA","NJ","Northeast",40.8128397,-74.0742091,18,0.0400358198028604,4.35473182586339e-44,0.0400358198028604,4.59533762246228,0.00662878787878788,5.17708529328128
"83","1","Aug","1994","The Palace of Auburn Hills, Auburn Hills, MI, USA","http://www.setlist.fm/setlist/grateful-dead/1994/the-palace-of-auburn-hills-auburn-hills-mi-33d6002d.html",1994-08-01,"The Palace of Auburn Hills","Auburn Hills","USA","MI","Midwest",42.6985291,-83.2425554,17,0.0120742948611801,2.23795811928409e-43,0.0120742948611801,5.6113048827943,0.00349852693602694,5.85008571246051
"84","31","Jul","1994","The Palace of Auburn Hills, Auburn Hills, MI, USA","http://www.setlist.fm/setlist/grateful-dead/1994/the-palace-of-auburn-hills-auburn-hills-mi-2bd6002e.html",1994-07-31,"The Palace of Auburn Hills","Auburn Hills","USA","MI","Midwest",42.6985291,-83.2425554,21,0.0203356545030402,4.19277232898262e-50,0.0203356545030402,5.16947416090407,0.00589225589225589,5.3011199014969
"85","29","Jul","1994","Buckeye Lake Music Center, Thornville, OH, USA","http://www.setlist.fm/setlist/grateful-dead/1994/buckeye-lake-music-center-thornville-oh-23d6002f.html",1994-07-29,"Buckeye Lake Music Center","Thornville","USA","OH","Midwest",39.9387108,-82.4026878,21,0.0127097840644001,1.7504756420867e-51,0.0127097840644001,5.56783070855704,0.00589225589225589,5.3011199014969
"86","27","Jul","1994","Riverport Amphitheatre, Maryland Heights, MO, USA","http://www.setlist.fm/setlist/grateful-dead/1994/riverport-amphitheatre-maryland-heights-mo-3bd60028.html",1994-07-27,"Riverport Amphitheatre","Maryland Heights","USA","MO","Midwest",38.7444212,-90.4695982,17,0.00603714743059005,4.18203822246442e-43,0.00603714743059005,6.19878910777012,0.00349852693602694,5.85008571246051
"87","26","Jul","1994","Riverport Amphitheatre, Maryland Heights, MO, USA","http://www.setlist.fm/setlist/grateful-dead/1994/riverport-amphitheatre-maryland-heights-mo-33d60029.html",1994-07-26,"Riverport Amphitheatre","Maryland Heights","USA","MO","Midwest",38.7444212,-90.4695982,20,0.0113934135720158,1.27921873337748e-46,0.0113934135720158,5.66050015472229,0.00660248316498317,5.18127248376867
"88","24","Jul","1994","Soldier Field, Chicago, IL, USA","http://www.setlist.fm/setlist/grateful-dead/1994/soldier-field-chicago-il-2bd6002a.html",1994-07-24,"Soldier Field","Chicago","USA","IL","Midwest",41.8623132,-87.6166884,19,0.0293119394985228,5.86146254871897e-46,0.0293119394985228,4.85958974080611,0.00754945286195286,5.04012933252186
"89","23","Jul","1994","Soldier Field, Chicago, IL, USA","http://www.setlist.fm/setlist/grateful-dead/1994/soldier-field-chicago-il-23d6002b.html",1994-07-23,"Soldier Field","Chicago","USA","IL","Midwest",41.8623132,-87.6166884,17,0.0135835817188276,1.02546039223746e-39,0.0135835817188276,5.51147662501795,0.00349852693602694,5.85008571246051
"90","21","Jul","1994","Deer Creek Music Center, Noblesville, IN, USA","http://www.setlist.fm/setlist/grateful-dead/1994/deer-creek-music-center-noblesville-in-3bd60034.html",1994-07-21,"Deer Creek Music Center","Noblesville","USA","IN","Midwest",40.0049625,-85.9310751,21,0.0355873953803203,1.46804886425333e-50,0.0355873953803203,4.69516588023864,0.00589225589225589,5.3011199014969
"91","20","Jul","1994","Deer Creek Music Center, Noblesville, IN, USA","http://www.setlist.fm/setlist/grateful-dead/1994/deer-creek-music-center-noblesville-in-33d60035.html",1994-07-20,"Deer Creek Music Center","Noblesville","USA","IN","Midwest",40.0049625,-85.9310751,19,0.0455963503310354,7.56522877694234e-47,0.0455963503310354,4.48510971791703,0.00754945286195286,5.04012933252186
"92","19","Jul","1994","Deer Creek Music Center, Noblesville, IN, USA","http://www.setlist.fm/setlist/grateful-dead/1994/deer-creek-music-center-noblesville-in-2bd60036.html",1994-07-19,"Deer Creek Music Center","Noblesville","USA","IN","Midwest",40.0049625,-85.9310751,18,0.0400358198028604,2.84099445260078e-44,0.0400358198028604,4.59533762246228,0.00662878787878788,5.17708529328128
"93","17","Jul","1994","RFK Stadium, Washington, DC, USA","http://www.setlist.fm/setlist/grateful-dead/1994/rfk-stadium-washington-dc-23d60037.html",1994-07-17,"RFK Stadium","Washington","USA","DC","South",38.8897917,-76.9719557,17,0.0226393028647127,4.45684142097758e-40,0.0226393028647127,5.07852096409537,0.00349852693602694,5.85008571246051
"94","16","Jul","1994","RFK Stadium, Washington, DC, USA","http://www.setlist.fm/setlist/grateful-dead/1994/rfk-stadium-washington-dc-3bd60030.html",1994-07-16,"RFK Stadium","Washington","USA","DC","South",38.8897917,-76.9719557,20,0.0427253008950593,2.97518149378063e-47,0.0427253008950593,4.54023201104753,0.00660248316498317,5.18127248376867
"95","13","Jul","1994","Franklin County Airport Field, Highgate, VT, USA","http://www.setlist.fm/setlist/grateful-dead/1994/franklin-county-airport-field-highgate-vt-33d60031.html",1994-07-13,"Franklin County Airport Field","Highgate","USA","VT","Northeast",44.938362,-73.095146,20,0.00569670678600791,6.91367677355039e-48,0.00569670678600791,6.24798437969812,0.00660248316498317,5.18127248376867
"96","3","Jul","1994","Shoreline Amphitheatre, Mountain View, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1994/shoreline-amphitheatre-mountain-view-ca-2bd60032.html",1994-07-03,"Shoreline Amphitheatre","Mountain View","USA","CA","West",37.4268449,-122.0807694,17,0.058862187448253,2.72076123680956e-39,0.058862187448253,4.26866713148798,0.00349852693602694,5.85008571246051
"97","2","Jul","1994","Shoreline Amphitheatre, Mountain View, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1994/shoreline-amphitheatre-mountain-view-ca-23d60033.html",1994-07-02,"Shoreline Amphitheatre","Mountain View","USA","CA","West",37.4268449,-122.0807694,18,0.111528355165111,8.76223275043524e-42,0.111528355165111,3.7270081518214,0.00662878787878788,5.17708529328128
"98","1","Jul","1994","Shoreline Amphitheatre, Mountain View, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1994/shoreline-amphitheatre-mountain-view-ca-3bd6003c.html",1994-07-01,"Shoreline Amphitheatre","Mountain View","USA","CA","West",37.4268449,-122.0807694,20,0.111085782327154,3.65604398305471e-48,0.111085782327154,3.73037817844015,0.00660248316498317,5.18127248376867
"99","26","Jun","1994","Sam Boyd Stadium, Las Vegas, NV, USA","http://www.setlist.fm/setlist/grateful-dead/1994/sam-boyd-stadium-las-vegas-nv-33d6003d.html",1994-06-26,"Sam Boyd Stadium","Las Vegas","USA","NV","West",36.085935,-115.01731,19,0.0195412929990152,2.5024929359381e-43,0.0195412929990152,5.2032459821822,0.00754945286195286,5.04012933252186
"100","25","Jun","1994","Sam Boyd Stadium, Las Vegas, NV, USA","http://www.setlist.fm/setlist/grateful-dead/1994/sam-boyd-stadium-las-vegas-nv-2bd6003e.html",1994-06-25,"Sam Boyd Stadium","Las Vegas","USA","NV","West",36.085935,-115.01731,17,0.00905572114588508,9.88436045685462e-43,0.00905572114588508,5.85513286639404,0.00349852693602694,5.85008571246051
"101","24","Jun","1994","Sam Boyd Stadium, Las Vegas, NV, USA","http://www.setlist.fm/setlist/grateful-dead/1994/sam-boyd-stadium-las-vegas-nv-23d6003f.html",1994-06-24,"Sam Boyd Stadium","Las Vegas","USA","NV","West",36.085935,-115.01731,18,0.0171582084869401,6.57219405490682e-44,0.0171582084869401,5.31347388672745,0.00662878787878788,5.17708529328128
"102","19","Jun","1994","Autzen Stadium, Eugene, OR, USA","http://www.setlist.fm/setlist/grateful-dead/1994/autzen-stadium-eugene-or-3bd60038.html",1994-06-19,"Autzen Stadium","Eugene","USA","OR","West",44.0582712,-123.0684883,18,0.0285970141449003,4.87939508190151e-40,0.0285970141449003,4.88051822580487,0.00662878787878788,5.17708529328128
"103","18","Jun","1994","Autzen Stadium, Eugene, OR, USA","http://www.setlist.fm/setlist/grateful-dead/1994/autzen-stadium-eugene-or-33d60039.html",1994-06-18,"Autzen Stadium","Eugene","USA","OR","West",44.0582712,-123.0684883,19,0.0325688216650253,1.39674044632485e-44,0.0325688216650253,4.77029032125961,0.00754945286195286,5.04012933252186
"104","17","Jun","1994","Autzen Stadium, Eugene, OR, USA","http://www.setlist.fm/setlist/grateful-dead/1994/autzen-stadium-eugene-or-2bd6003a.html",1994-06-17,"Autzen Stadium","Eugene","USA","OR","West",44.0582712,-123.0684883,19,0.0325688216650253,7.43494437488375e-45,0.0325688216650253,4.77029032125961,0.00754945286195286,5.04012933252186
"105","14","Jun","1994","Memorial Stadium, Seattle, WA, USA","http://www.setlist.fm/setlist/grateful-dead/1994/memorial-stadium-seattle-wa-23d6003b.html",1994-06-14,"Memorial Stadium","Seattle","USA","WA","West",47.6228051,-122.3495214,17,0.00754643428823757,1.94444851274232e-43,0.00754643428823757,6.00966143044728,0.00349852693602694,5.85008571246051
"106","13","Jun","1994","Memorial Stadium, Seattle, WA, USA","http://www.setlist.fm/setlist/grateful-dead/1994/memorial-stadium-seattle-wa-3bd60044.html",1994-06-13,"Memorial Stadium","Seattle","USA","WA","West",47.6228051,-122.3495214,16,0.00391506741269468,7.32211843651367e-36,0.00391506741269468,6.56586680781705,0.00181502525252794,6.54115973905408
"107","10","Jun","1994","Cal Expo Amphitheatre, Sacramento, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1994/cal-expo-amphitheatre-sacramento-ca-33d60045.html",1994-06-10,"Cal Expo Amphitheatre","Sacramento","USA","CA","West",38.5907007,-121.4277097,18,0.0714925353622506,1.59942427537756e-41,0.0714925353622506,4.1039063235062,0.00662878787878788,5.17708529328128
"108","9","Jun","1994","Cal Expo Amphitheatre, Sacramento, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1994/cal-expo-amphitheatre-sacramento-ca-2bd60046.html",1994-06-09,"Cal Expo Amphitheatre","Sacramento","USA","CA","West",38.5907007,-121.4277097,17,0.0377321714411878,1.98625191647985e-37,0.0377321714411878,4.64556530317279,0.00349852693602715,5.85008571246045
"109","8","Jun","1994","Cal Expo Amphitheatre, Sacramento, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1994/cal-expo-amphitheatre-sacramento-ca-23d60047.html",1994-06-08,"Cal Expo Amphitheatre","Sacramento","USA","CA","West",38.5907007,-121.4277097,19,0.0814220541625632,2.00537375962715e-43,0.0814220541625632,3.99367841896094,0.00754945286195286,5.04012933252186
"110","8","Apr","1994","Miami Arena, Miami, FL, USA","http://www.setlist.fm/setlist/grateful-dead/1994/miami-arena-miami-fl-3bd60040.html",1994-04-08,"Miami Arena","Miami","USA","FL","South",25.7814014,-80.186969,17,0.00905572114588508,2.04772464762311e-41,0.00905572114588508,5.85513286639404,0.00349852693602694,5.85008571246051
"111","7","Apr","1994","Miami Arena, Miami, FL, USA","http://www.setlist.fm/setlist/grateful-dead/1994/miami-arena-miami-fl-33d60041.html",1994-04-07,"Miami Arena","Miami","USA","FL","South",25.7814014,-80.186969,15,0.0021107319964093,7.14853938800091e-35,0.0021107319964093,7.08948782021428,0.000815446127947466,7.38374698739661
"112","6","Apr","1994","Miami Arena, Miami, FL, USA","http://www.setlist.fm/setlist/grateful-dead/1994/miami-arena-miami-fl-2bd60042.html",1994-04-06,"Miami Arena","Miami","USA","FL","South",25.7814014,-80.186969,19,0.0195412929990152,7.62574394178615e-45,0.0195412929990152,5.2032459821822,0.00754945286195286,5.04012933252186
"113","4","Apr","1994","Orlando Arena, Orlando, FL, USA","http://www.setlist.fm/setlist/grateful-dead/1994/orlando-arena-orlando-fl-23d60043.html",1994-04-04,"Orlando Arena","Orlando","USA","FL","South",28.5392688,-81.3839353,19,0.0130275286660101,1.97652143832191e-44,0.0130275286660101,5.54690222355828,0.00754945286195286,5.04012933252186
"114","1","Apr","1994","The Omni, Atlanta, GA, USA","http://www.setlist.fm/setlist/grateful-dead/1994/the-omni-atlanta-ga-3bd6004c.html",1994-04-01,"The Omni","Atlanta","USA","GA","South",33.7583046,-84.394258,18,0.0686328339477606,7.62044996305911e-40,0.0686328339477606,4.1385054367758,0.00662878787878788,5.17708529328128
"115","31","Mar","1994","The Omni, Atlanta, GA, USA","http://www.setlist.fm/setlist/grateful-dead/1994/the-omni-atlanta-ga-3bd60048.html",1994-03-31,"The Omni","Atlanta","USA","GA","South",33.7583046,-84.394258,16,0.0187923235809344,2.11439494300841e-40,0.0187923235809344,5.23636979381216,0.00181502525252525,6.54115973905564
"116","30","Mar","1994","The Omni, Atlanta, GA, USA","http://www.setlist.fm/setlist/grateful-dead/1994/the-omni-atlanta-ga-33d60049.html",1994-03-30,"The Omni","Atlanta","USA","GA","South",33.7583046,-84.394258,18,0.0686328339477606,2.32787511671339e-41,0.0686328339477606,4.1385054367758,0.00662878787878788,5.17708529328128
"117","28","Mar","1994","Nassau Veterans Memorial Coliseum, Uniondale, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1994/nassau-veterans-memorial-coliseum-uniondale-ny-2bd6004a.html",1994-03-28,"Nassau Veterans Memorial Coliseum","Uniondale","USA","NY","Northeast",40.7228732,-73.5905741,21,0.106762186140961,2.95345967087144e-50,0.106762186140961,3.76402541388672,0.00589225589225589,5.3011199014969
"118","27","Mar","1994","Nassau Veterans Memorial Coliseum, Uniondale, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1994/nassau-veterans-memorial-coliseum-uniondale-ny-23d6004b.html",1994-03-27,"Nassau Veterans Memorial Coliseum","Uniondale","USA","NY","Northeast",40.7228732,-73.5905741,17,0.0633900480211956,2.24627002019127e-37,0.0633900480211956,4.20585613577696,0.00349852693602708,5.85008571246047
"119","25","Mar","1994","Nassau Veterans Memorial Coliseum, Uniondale, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1994/nassau-veterans-memorial-coliseum-uniondale-ny-3bd60054.html",1994-03-25,"Nassau Veterans Memorial Coliseum","Uniondale","USA","NY","Northeast",40.7228732,-73.5905741,19,0.136789050993106,2.06792986951551e-46,0.136789050993106,3.55396925156512,0.00754945286195286,5.04012933252186
"120","24","Mar","1994","Nassau Veterans Memorial Coliseum, Uniondale, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1994/nassau-veterans-memorial-coliseum-uniondale-ny-33d60055.html",1994-03-24,"Nassau Veterans Memorial Coliseum","Uniondale","USA","NY","Northeast",40.7228732,-73.5905741,18,0.120107459408581,8.10414938111019e-40,0.120107459408581,3.66419715611037,0.00662878787878788,5.17708529328128
"121","23","Mar","1994","Nassau Veterans Memorial Coliseum, Uniondale, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1994/nassau-veterans-memorial-coliseum-uniondale-ny-2bd60056.html",1994-03-23,"Nassau Veterans Memorial Coliseum","Uniondale","USA","NY","Northeast",40.7228732,-73.5905741,17,0.0633900480211956,4.93292817075379e-37,0.0633900480211956,4.20585613577696,0.00349852693602729,5.8500857124604
"122","21","Mar","1994","Richfield Coliseum, Richfield, OH, USA","http://www.setlist.fm/setlist/grateful-dead/1994/richfield-coliseum-richfield-oh-23d60057.html",1994-03-21,"Richfield Coliseum","Richfield","USA","OH","Midwest",41.2453168,-81.5928788,18,0.0371761183883703,8.9046348912155e-43,0.0371761183883703,4.65814861817331,0.00662878787878788,5.17708529328128
